Country,Keyword,Title,URL,Date
Türkiye,water stress,2024  te yaşanacak 10 küresel risk - Dünya Gazetesi,https://www.dunya.com/dunya/2024te-yasanacak-10-kuresel-risk-haberi-715631,N/A
Türkiye,water stress,Türkiyenin Sıfır Atık Projesi 2023  te öne çıktı,https://www.timeturk.com/genel/turkiye-nin-sifir-atik-projesi-2023-te-one-cikti/haber-1780402,N/A
Türkiye,water stress,"Erdoğan , İhsaniye Barajı açılışını yaptı ! ",https://www.kocaeligazetesi.com.tr/haber/18263039/erdogan-ihsaniye-baraji-acilisini-yapti,N/A
Türkiye,water stress,Türkiyede çevre alanında 2023 böyle geçti - Güncel Haberleri,http://www.diyadinnet.com/turkiye-de-cevre-alaninda-2023-boyle-gecti-h297136/,N/A
Türkiye,water stress,AK Parti Nilüfer Belediye Başkan adayı Celil Çolak :  Yüzde 62 ile kazanacağız  ,https://www.internethaber.com/ak-parti-nilufer-belediye-baskan-adayi-celil-colak-yuzde-62-ile-kazanacagiz-2355453h.htm,N/A
Türkiye,water stress,Zeytin verimi Türkiye genelinde düşme eğiliminde,"https://t24.com.tr/yazarlar/iklim-masasi/zeytin-verimi-turkiye-genelinde-dusme-egiliminde,42960",N/A
Türkiye,water stress,"Su içmeyenleri bekleyen hastalýklar : Reflü , eklem aðrýlarý ... ",https://www.aksam.com.tr/mor-papatya/su-icmeyenleri-bekleyen-hastaliklar-reflu-eklem-agrilari/haber-1450666,N/A
Türkiye,water stress,Bu ağrının sebebi yetersiz su tüketimi,https://www.yeniakit.com.tr/haber/bu-agrinin-sebebi-yetersiz-su-tuketimi-1831643.html,N/A
Türkiye,water stress,Tropikal meyvelerin üretimi planlanmalı – Akdeniz Haber,https://akdenizhaber.com.tr/index.php/2023/11/24/tropikal-meyvelerin-uretimi-planlanmali/,N/A
Türkiye,water stress,Son dakika ... Cumhurbaşkanı Erdoğandan 85 milyona su seferberliği çağrısı,https://www.milliyet.com.tr/gundem/son-dakika-cumhurbaskani-erdogandan-onemli-aciklamalar-7047658,N/A
Türkiye,water stress,Günde ne kadar su içmeliyiz ? Uzman isim tek tek açıkladı,https://www.haber7.com/saglik/haber/3392930-gunde-ne-kadar-su-icmeliyiz-uzman-isim-tek-tek-acikladi,N/A
Türkiye,water stress,Yetersiz su tüketimi eklem ağrılarına neden olabilir,https://www.turkiyegazetesi.com.tr/saglik/yetersiz-su-tuketimi-eklem-agrilarina-neden-1022995,N/A
Türkiye,water stress,Yetersiz su tüketimi eklem ağrılarına neden olabilir ! ,https://www.internethaber.com/yetersiz-su-tuketimi-eklem-agrilarina-neden-olabilir-2354820h.htm,N/A
Türkiye,water stress,O ağrıların sebebi su içmeme olabilir ! Uzman isimden uyarı üstüne uyarı geldi,https://www.medyatava.com/saglik/o-agrilarin-sebebi-su-icmeme-olabilir-uzman-isimden-uyari-ustune-uyari-geldi-361318,N/A
Türkiye,water stress,Cumhurbaşkanı Erdoğan : 85 milyonun her ferdini su verimliliği seferberliğimize desteğe çağırıyoruz,https://www.ogunhaber.com/siyaset/cumhurbaskani-erdogan-85-milyonun-her-ferdini-su-verimliligi-seferberligimize-destege-cagiriyoruz-1-2611362h.html,N/A
Türkiye,water stress,Erdoğandan 85 milyona çağrı,https://www.haberekspres.com.tr/erdogandan-85-milyona-cagri,N/A
Türkiye,water stress,Akneli ciltlere özel bakım önerileri,https://www.marieclaire.com.tr/akneli-ciltlere-ozel-bakim-onerileri/,N/A
Türkiye,water stress,Özgün Bir Dinlenme : Kişiye Özel Tatil Deneyimleri Rehberi,https://www.haberts.com/ozgun-bir-dinlenme-kisiye-ozel-tatil-deneyimleri-rehberi,N/A
Türkiye,water stress,Yumaklı  dan Su Verimliliği Bilinci vurgusu,http://www.erzurumgazetesi.com.tr/haber/Yumakli-dan-Su-Verimliligi-Bilinci-vurgusu/162448,N/A
Türkiye,water stress,"Bakan Yumaklı , Su Verimli Kentler ve Belediye Su Kardeşliği Etkinliğinde konuştu : ",https://www.etikhaber.com/bakan-yumakli-su-verimli-kentler-ve-belediye-su-kardesligi-etkinliginde-konustu,N/A
Türkiye,water stress,Yumaklı Tarımda Su Verimliliğini irdeledi,http://www.erzurumgazetesi.com.tr/haber/Yumakli-Tarimda-Su-Verimliligini-irdeledi/162771,N/A
Türkiye,water stress,"Bakan Yumaklı , Dünya Su Konseyi Guvernörler Toplantısı  nda konuştu",https://www.ardahanhaberi.com/bakan-yumakli-dunya-su-konseyi-guvernorler-toplantisi-nda-konustu/147681/,N/A
Türkiye,water stress,"Bakan Yumaklı , Dünya Su Konseyi Guvernörler Toplantısı  nda konuştu - Haberler Sağlık",https://haberlersaglik.com/bakan-yumakli-dunya-su-konseyi-guvernorler-toplantisinda-konustu/,N/A
Türkiye,water stress,"Bakan Yumaklı , Dünya Su Konseyi Guvernörler Toplantısı  nda konuştu",https://www.haberlermersin.com/bakan-yumakli-dunya-su-konseyi-guvernorler-toplantisinda-konustu,N/A
Türkiye,water stress,"Tarım ve Orman Bakanı Yumaklı , Dünya Su Konseyi Guvernörler Toplantısı  nda konuştu : ",https://www.etikhaber.com/tarim-ve-orman-bakani-yumakli-dunya-su-konseyi-guvernorler-toplantisinda-konustu,N/A
Türkiye,water stress,"Tarım ve Orman Bakanı Yumaklı , Dünya Su Konseyi Guvernörler Toplantısı  nda konuştu : ",https://www.haber1.com/ekonomi/tarim-ve-orman-bakani-yumakli-dunya-su-konseyi-guvernorler-toplantisinda-konustu/,N/A
Türkiye,water stress,AK Parti Nilüfer Belediye Başkan adayı Celil Çolak :  Yüzde 62 ile kazanacağız  ,https://www.malatyaguncel.com/ak-parti-nilufer-belediye-baskan-adayi-celil-colak-yuzde-62-ile-kazanacagiz-2474260h.htm,N/A
Türkiye,water stress,Habervitrini . com | Erdoğan Türkiye nin boşa akacak tek bir damla suyu yoktur,https://www.habervitrini.com/erdogan-turkiyenin-bosa-akacak-tek-bir-damla-suyu-yoktur/1109481,N/A
Türkiye,water stress,"  Toprağımızı koruyalım , çocuklarımıza ihanet etmeyelim  ",https://www.corumhaber.net/topragimizi-koruyalim-cocuklarimiza-ihanet-etmeyelim,N/A
Türkiye,water stress,  Yetersiz Su Tüketimi Eklem Ağrılarına Neden Olabilir  ,https://www.saglikaktuel.com/haber/yetersiz-su-tuketimi-eklem-agrilarina-neden-olabilir-95773.htm,N/A
Türkiye,water stress,Yetersiz su tüketimi eklem ağrılarına neden olabilir  ,https://www.mavikocaeli.com.tr/yetersiz-su-tuketimi-eklem-agrilarina-neden-olabilir/175387/,N/A
Türkiye,water stress,Bakan Yumaklı : Zannettiğimiz gibi sınırsız bir su kaynağımız yok,https://www.yenikonya.com.tr/guncel/bakan_yumakli_zannettigimiz_gibi_sinirsiz_bir_su_kaynagimiz_yok-1921817,N/A
Türkiye,water stress,  Biz eserleriyle konuşan bir hükümetiz  ,http://www.erzurumgazetesi.com.tr/haber/Biz-eserleriyle-konusan-bir-hukumetiz-/162400,N/A
Türkiye,water stress,Bakan Yumaklı :  Zannettiğimiz gibi sınırsız bir su kaynağımız yok  ,https://www.etikhaber.com/bakan-yumakli-zannettigimiz-gibi-sinirsiz-bir-su-kaynagimiz-yok,N/A
Philippines,typhoon,FACT CHECK : No super typhoon Liwayway in PH area of responsibility up until December 19,https://www.rappler.com/newsbreak/fact-check/no-super-typhoon-liwayway-philippines-until-december-19-2023/,N/A
Philippines,typhoon,550  Yolanda  victims get housing units in Antique,https://www.manilatimes.net/2023/12/20/regions/550-yolanda-victims-get-housing-units-in-antique/1924937,N/A
Philippines,typhoon,Fund for Dinagat school released | The Manila Times,https://www.manilatimes.net/2023/12/10/regions/fund-for-dinagat-school-released/1923577,N/A
Philippines,typhoon,"PAGASA : Egay and Goring out , Emil and Gavino in",https://www.rappler.com/nation/weather/pagasa-retires-egay-goring-tropical-cyclone-names-philippines/,N/A
Philippines,typhoon,"US disabled Chinese hacking network targeting critical infrastructure , sources say",https://www.rappler.com/technology/us-disabled-chinese-hacking-network-targeting-critical-infrastructure/,N/A
Philippines,typhoon,Why no homecoming parade for Miss Universe Philippines 2021 Beatrice Gomez ? Pageant official explains,https://interaksyon.philstar.com/trends-spotlights/2023/12/13/266715/why-no-homecoming-parade-for-miss-universe-philippines-2021-beatrice-gomez-pageant-official-explains/,N/A
Philippines,typhoon,"NHA Grants P67M Aid to Cebu  Odette  Victims : Rebuilding Assistance for 6 , 745 Families",https://www.sunstar.com.ph/cebu/nha-grants-p67m-aid-to-cebu-odette-victims,N/A
Philippines,typhoon,"Stronger storms coming to PH , UP study warns",https://manilastandard.net/news/314399506/stronger-storms-coming-to-ph-up-study-warns.html,N/A
Philippines,typhoon,PAGASA : LPA off Mindanao seen to enter PAR this weekend,http://www.cnnphilippines.com/news/2023/12/14/LPA-Mindanao-PAR.html,N/A
Philippines,typhoon,13 Southern Leyte areas aim to make fishing more sustainable,https://newsinfo.inquirer.net/1881041/13-southern-leyte-areas-aim-to-make-fishing-more-sustainable,N/A
Philippines,typhoon,"Mactan Resorts , hotels eye full recovery in 2024",https://www.sunstar.com.ph/cebu/mactan-resorts-hotels-eye-full-recovery-in-2024,N/A
Philippines,typhoon,Palma to faithful : Appreciate your family,https://www.sunstar.com.ph/cebu/palma-to-faithful-appreciate-your-family,N/A
Philippines,typhoon,Pagasa sees zero to 1 tropical cyclone in PH this February,https://newsinfo.inquirer.net/1897470/pagasa-sees-zero-to-1-tropical-cyclone-in-ph-this-february,N/A
Philippines,typhoon,Press Release - Bong Go advocates for disaster resilience and recovery measures as his team gives support to recovering Typhoon Egay victims in Negros Occidental,http://legacy.senate.gov.ph/press_release/2024/0215_go2.asp,N/A
Philippines,typhoon,"Dial it up to Category 6 ? As warming stokes storms , some want a bigger hurricane category",https://www.sunstar.com.ph/network/dial-it-up-to-category-6-as-warming-stokes-storms-some-want-a-bigger-hurricane-category,N/A
Philippines,typhoon,Stories of resilience from Yolanda survivors,https://businessmirror.com.ph/2024/01/18/stories-of-resilience-from-yolanda-survivors/,N/A
Philippines,typhoon,"Jica , DPWH revisit flood - control efforts in Metro Manila , Cagayan Valley",https://businessmirror.com.ph/2024/02/01/jica-dpwh-revisit-flood-control-efforts-in-metro-manila-cagayan-valley/,N/A
Philippines,typhoon,Antique govt to award 1 . 7K housing units to Yolanda - hit families,https://www.sunstar.com.ph/iloilo/antique-govt-to-award-17k-housing-units-to-yolanda-hit-families,N/A
Philippines,typhoon,Home - Bombo Radyo Tacloban,https://tacloban.bomboradyo.com/,N/A
Philippines,typhoon,"Press Release -  Sa abot ng aking makakaya , patuloy akong magseserbisyo , -- Bong Go aids typhoon victims in Boston , Davao Oriental",http://legacy.senate.gov.ph/press_release/2024/0103_go3.asp,N/A
Philippines,typhoon,"Mandaue mayor slams Marawi bombing , vows to up security in city",https://cebudailynews.inquirer.net/543571/mandaue-mayor-slams-marawi-bombing-vows-to-strengthen-christmas-season-security,N/A
Philippines,typhoon,Ship - breaking operations of stranded vessel stopped amid health concerns,https://www.sunstar.com.ph/cebu/ship-breaking-operations-of-stranded-vessel-stopped-amid-health-concerns,N/A
Philippines,typhoon,Leyte students invent disaster solutions,https://www.sunstar.com.ph/cebu/leyte-students-invent-disaster-solutions,N/A
Philippines,typhoon,  Paeng  victims in Laguna get cash aid | The Manila Times,https://www.manilatimes.net/2024/02/05/regions/paeng-victims-in-laguna-get-cash-aid/1931156,N/A
Philippines,typhoon,"Mining firms join rescue , relief operations in Davao de Oro",https://www.sunstar.com.ph/davao/mining-firms-join-rescue-relief-operations-in-davao-de-oro,N/A
Philippines,typhoon,"Metro Manila , Baguio to experience fair weather over long weekend",https://newsinfo.inquirer.net/1900519/fwd-weather-story-11,N/A
Philippines,typhoon,The Leyte Roots of the VP and speaker,https://www.philstar.com/the-freeman/opinion/2023/12/06/2316834/leyte-roots-vp-and-speaker,N/A
Philippines,typhoon,BFAR helps fishpond operators in Pampanga | The Manila Times,https://www.manilatimes.net/2024/01/13/regions/bfar-helps-fishpond-operators-in-pampanga/1927848,N/A
Philippines,typhoon,"Defenders , communities at heart of 2023 biggest environmental stories",https://www.rappler.com/environment/review-2023-biggest-environmental-stories-philippines/,N/A
Philippines,typhoon,LIST : PAGASA names for typhoons in 2024,https://www.philstar.com/headlines/2024/01/02/2322961/list-pagasas-names-typhoons-2024,N/A
Philippines,typhoon,"DPWH , JICA seal pact on flood control projects",https://newsinfo.inquirer.net/1891008/dpwh-jica-okay-flood-control-projects-in-marikina-cagayan-rivers,N/A
Philippines,typhoon,NIA considering crop calendar adjustment - BusinessWorld Online,https://www.bworldonline.com/agribusiness/2024/02/12/574907/nia-considering-crop-calendar-adjustment/,N/A
Philippines,typhoon,"Robinsons Land , Ormoc City partner to use mall grounds as evacuation , treatment site during calamities",http://www.cnnphilippines.com/regional/2023/12/8/robinson-ormoc-evacuation.html,N/A
Philippines,typhoon,Tropical Depression Kabayan : PCG bans vessels from sailing,https://newsinfo.inquirer.net/1876497/td-kabayan-pcg-bans-vessels-from-sailing-in-e-samar-s-leyte,N/A
Philippines,typhoon,  Christmas Village  returns in Philippine town,https://www.ucanews.com/news/christmas-village-returns-in-philippine-town/103627,N/A
Philippines,typhoon,Pagasa : Cloudy Sunday with rain showers in most parts of PH,https://newsinfo.inquirer.net/1884979/pagasa-cloudy-sunday-with-rain-showers-in-most-parts-of-ph,N/A
Philippines,typhoon,Powerful earthquake hits the Philippines,https://www.philippinetimes.com/news/274054610/powerful-earthquake-hits-the-philippines,N/A
Philippines,typhoon,"Building Back Homes And Hope : Habitat Philippines , Partners Turn Over Core Houses To Typhoon Odette - affected Families",https://journal.com.ph/building-back-homes-and-hope-habitat-philippines-partners-turn-over-core-houses-to-typhoon-odette-affected-families/,N/A
Philippines,typhoon,2024 typhoons named,https://tribune.net.ph/2024/01/2024-typhoons-named/,N/A
Philippines,typhoon,  Liter of Light  gets Migrants4Climate recognition,https://www.philstar.com/headlines/2024/02/09/2332094/liter-light-gets-migrants4climate-recognition,N/A
Philippines,typhoon,Calamity fund releases hit P15B - BusinessWorld Online,https://www.bworldonline.com/the-nation/2024/01/07/567293/calamity-fund-releases-hit-p15b/,N/A
Philippines,typhoon,David Pomeranz is coming home to Newport World Resorts,https://pop.inquirer.net/354070/david-pomeranz-is-coming-home-to-newport-world-resorts,N/A
Philippines,typhoon,"Rain showers and thunderstorms over VisMin due to LPA , shear line",https://newsinfo.inquirer.net/1877119/fwd-weather-story-7,N/A
Philippines,typhoon,Former UN chief Ban Ki - Moon set for  historic visit  to PH Senate,https://globalnation.inquirer.net/226544/former-un-chief-ban-ki-moon-set-for-historic-visit-to-ph-senate,N/A
Philippines,typhoon,China slams  groundles Dutch hacking claims,https://mb.com.ph/2024/2/7/china-slams-groundless-dutch-hacking-claims,N/A
Philippines,typhoon,Taiwan prepares for cyber D - Day in China invasion scenarios,https://newsinfo.inquirer.net/1887730/taiwan-prepares-for-cyber-d-day-in-china-invasion-scenarios,N/A
Philippines,typhoon,"Councilor acknowledges business sector concerns , pushes for staggered tax increase",https://www.sunstar.com.ph/cebu/councilor-acknowledges-business-sectors-concerns-pushes-for-staggered-tax-increase,N/A
Philippines,typhoon,"Bad weather forces 2 Davao provinces to suspend classes , work",https://mb.com.ph/2024/1/18/bad-weather-forces-2-davao-provinces-to-suspend-classes-work,N/A
Philippines,typhoon,"Go joins Dinagyang Fest , lauds Ilonggos for rich culture and community spirit",https://businessmirror.com.ph/2024/01/29/go-joins-dinagyang-fest-lauds-ilonggos-for-rich-culture-and-community-spirit/,N/A
Philippines,typhoon,Kennon Road reopening eyed to ease Baguio traffic,https://newsinfo.inquirer.net/1874994/kennon-road-reopening-eyed-to-ease-baguio-traffic,N/A
Philippines,typhoon,Australia swelters under extreme heat as rare early cyclone barrels toward northern coast,http://www.cnnphilippines.com/world/2023/12/8/Australia-swelters-under-extreme-heat.html,N/A
Philippines,typhoon,New storm set to enter PH,http://tempo.com.ph/new-storm-set-to-enter-ph/,N/A
Philippines,typhoon,Capitol mulls new joint venture with Manila Water,https://www.sunstar.com.ph/cebu/capitol-mulls-new-joint-venture-with-manila-water,N/A
Philippines,typhoon,Global crisis unleashed : 2023 devastating floods,https://www.pna.gov.ph/articles/1215889,N/A
Philippines,typhoon,PCO to provide free  Bagong Pilipina digiboxes,https://www.pna.gov.ph/articles/1217788,N/A
Philippines,typhoon,EDITORIAL - Cleaning up,https://www.philstar.com/opinion/2024/01/11/2324891/editorial-cleaning-up,N/A
Philippines,typhoon,Future PHL typhoons may cause even worse damage than  Yolanda – experts,https://businessmirror.com.ph/2023/12/15/future-phl-typhoons-may-cause-even-worse-damage-than-yolanda-experts/,N/A
Philippines,typhoon,"Ancestral lands , confi funds : Rappler biggest 2023 investigative , in - depth reports",https://www.rappler.com/newsbreak/iq/biggest-investigative-in-depth-reports-2023/,N/A
Philippines,typhoon,Go pushes disaster resilience initiatives,https://businessmirror.com.ph/2023/12/28/go-pushes-disaster-resilience-initiatives/,N/A
Philippines,typhoon,Senate adopts reso honoring former UN chief Ban Ki - Moon,https://mb.com.ph/2024/2/27/senate-adopts-reso-honoring-former-un-chief-ban-ki-moon,N/A
Philippines,typhoon,Taytay Church in Rizal elevated as minor basilica,https://businessmirror.com.ph/2024/02/04/taytay-church-in-rizal-elevated-as-minor-basilica/,N/A
Philippines,typhoon,PBBM thanks US for extending aid to Mindanao calamity victims,https://www.pna.gov.ph/articles/1218818,N/A
Philippines,typhoon,OCD regional chief to Caraga residents : Take preemptive action amid heavy rain,https://www.rappler.com/nation/mindanao/caraga-residents-preemptive-action-heavy-rain-january-31-2024/,N/A
Philippines,typhoon,Bong Go pushes for mandatory evacuation centers,https://tribune.net.ph/2023/12/bong-go-pushes-for-mandatory-evacuation-centers/,N/A
Philippines,typhoon,"After 6 years , rail trips resume in Bicol",https://newsinfo.inquirer.net/1878578/after-6-years-rail-trips-resume-in-bicol,N/A
Philippines,typhoon,"Nearly 84 , 000 affected by Kabayan in Caraga",https://www.rappler.com/nation/mindanao/thousands-affected-tropical-storm-kabayan-caraga-december-18-2023/,N/A
Philippines,typhoon,"Cebu Sto . Niño fest , Sinulog draw 3M pilgrims , revelers",https://newsinfo.inquirer.net/1892616/cebus-sto-nino-fest-sinulog-draw-3m-pilgrims-revelers,N/A
Philippines,typhoon,Christmas Traditions in Palo Town : A Joyous Return After Adversity,https://www.sunstar.com.ph/tacloban/in-palo-town-a-cherished-christmas-tradition-returns,N/A
Philippines,typhoon,Pagasa : No tropical cyclone this weekend,https://newsinfo.inquirer.net/1901924/pagasa-no-tropical-cyclone-this-weekend,N/A
Philippines,typhoon,"JPE , the centenarian",https://www.philstar.com/headlines/2024/02/14/2333255/jpe-centenarian,N/A
Philippines,typhoon,ABS - CBN scores 3 big wins at Quill Awards,https://malaya.com.ph/news_entertainment/abs-cbn-scores-3-big-wins-at-quill-awards/,N/A
Philippines,typhoon,RECOGNIZED WITH MULTIPLE ACCOLADES | One Meralco exemplifies business and communication excellence,https://businessmirror.com.ph/2024/02/09/recognized-with-multiple-accolades-one-meralco-exemplifies-business-and-communication-excellence/,N/A
Philippines,typhoon,House urges Senate to end people initiative  witch hunt  ,https://newsinfo.inquirer.net/1898588/house-urges-senate-to-end-pi-witch-hunt,N/A
Philippines,typhoon,Michelle Dee plans to get inked by Apo Whang - Od,https://entertainment.inquirer.net/531104/michelle-dee-plans-to-get-inked-by-apo-whang-od,N/A
Philippines,typhoon,New recognition positions Palawan as trending global destination,https://manilastandard.net/travel-and-leisure/314407242/new-recognition-positions-palawan-as-trending-global-destination.html,N/A
Philippines,typhoon,ABS - CBN Scores Three Big Wins at the 20th Philippine Quill Awards,https://starmometer.com/2024/01/25/abs-cbn-scores-three-big-wins-at-the-20th-philippine-quill-awards-2/,N/A
Philippines,typhoon,"Cebu parol makers , vendors struggle to keep Christmas tradition alive",https://www.rappler.com/nation/visayas/cebu-parol-makers-vendors-struggle-to-keep-tradition-alive-december-2023/,N/A
Philippines,typhoon,"China not just an ally , but a big brother - Cagayan Governor Mamba",https://manilastandard.net/lgu/314396218/china-not-just-an-ally-but-a-big-brother-cagayan-governor-mamba.html,N/A
Philippines,typhoon,"New project helps the Philippines ensure health , protection of women and girls before disasters",https://www.philippinetimes.com/news/274086578/new-project-helps-the-philippines-ensure-health-protection-of-women-and-girls-before-disasters,N/A
Philippines,typhoon,"US , united kingdom launch latest strikes vs . 18 Yemen Huthi targets",https://manilastandard.net/news/314419963/us-uk-launch-latest-strikes-vs-18-yemens-huthi-targets.html,N/A
Philippines,typhoon,"PLDT - SMART Foundation advance ecotourism , MPIC - Cordova LGU",https://malaya.com.ph/news_business/mboard_120723/,N/A
Philippines,typhoon,"Godzilla is back , because so is nuclear angst - BusinessWorld Online",https://www.bworldonline.com/arts-and-leisure/2023/12/05/561368/godzilla-is-back-because-so-is-nuclear-angst/,N/A
Philippines,typhoon,"US , united kingdom strike dozens of Huthi targets in Yemen",https://www.philstar.com/world/2024/02/04/2330879/us-uk-strike-dozens-huthi-targets-yemen,N/A
Philippines,typhoon,How fragile a state is the Philippines ? ,https://www.philstar.com/opinion/2024/02/02/2330256/how-fragile-state-philippines,N/A
Philippines,typhoon,Towards a more robust PH naval presence,https://www.pna.gov.ph/articles/1215952,N/A
Philippines,typhoon,Himagas,https://mb.com.ph/2024/1/24/himagas-1,N/A
Philippines,typhoon,A 2024 wishlist,https://www.philstar.com/opinion/2023/12/31/2322528/2024-wishlist,N/A
Philippines,typhoon,How land tenure can mitigate climate vulnerabilities of agrarian beneficiaries,https://www.bulatlat.com/2023/12/06/how-land-tenure-can-mitigate-climate-vulnerabilities-of-agrarian-beneficiaries/,N/A
Philippines,typhoon,Himamaylan secures P2 . 34M grant for resilience efforts,https://visayandailystar.com/himamaylan-secures-p2-34m-grant-for-resilience-efforts/,N/A
Philippines,typhoon,Art gets eco - conscious - BusinessWorld Online,https://www.bworldonline.com/arts-and-leisure/2024/01/31/572130/art-gets-eco-conscious/,N/A
Philippines,typhoon,"US , united kingdom strike dozens of Huthi rebel targets in Yemen in response to blitz",https://manilastandard.net/news/314413354/us-uk-strike-dozens-of-huthi-rebel-targets-in-yemen-in-response-to-blitz.html,N/A
Philippines,typhoon,"US , united kingdom strike dozens of Huthi targets in Yemen",https://manilastandard.net/news/314413190/us-uk-strike-dozens-of-huthi-targets-in-yemen.html,N/A
Philippines,typhoon,"DENR , PDRF Hold Climate Forum ; Call For Stronger Partnership Between Public - private Sectors In Addressing Climate Issues",https://journal.com.ph/denr-pdrf-hold-climate-forum-call-for-stronger-partnership-between-public-private-sectors-in-addressing-climate-issues/,N/A
Philippines,typhoon,"Yemen rebels : US , united kingdom interests  legitimate target after strikes",https://www.philstar.com/world/2024/01/13/2325551/yemen-rebels-us-uk-interests-legitimate-targets-after-strikes,N/A
Philippines,typhoon,Mangrove info center to re - open in Cordova,https://tribune.net.ph/2023/12/mangrove-info-center-to-re-open-in-cordova/,N/A
Philippines,typhoon,SIM registration  fail to protect consumers,https://www.sunstar.com.ph/cebu/sim-registration-fails-to-protect-consumers,N/A
Philippines,typhoon,"Huthis vow response after US , united kingdom strike dozens of Yemen targets",https://manilastandard.net/news/314413227/huthis-vow-response-after-us-uk-strike-dozens-of-yemen-targets.html,N/A
Philippines,typhoon,"24 Oras Is Philippine TV No . 1 Show In 2023 , Kicks Off 2024 On Top Spot",https://pageone.ph/24-oras-is-philippine-tvs-no-1-show-in-2023-kicks-off-2024-on-top-spot/,N/A
Philippines,typhoon,A 97 - year - old Philippine company closes down,https://www.rappler.com/business/sugar-refining-company-central-azucarera-don-pedro-incorporated-closes-down/,N/A
Philippines,typhoon,Resident health issues traced to ship,https://www.sunstar.com.ph/cebu/residents-health-issues-traced-to-ship,N/A
Philippines,storm surge,"  Storm surge  displaces 1 , 000 families in Zamboanga City",https://newsinfo.inquirer.net/1903229/storm-surge-displaces-1000-families-in-zamboanga-city,N/A
Philippines,storm surge,"Dial it up to Category 6 ? As warming stokes storms , some want a bigger hurricane category",https://www.sunstar.com.ph/network/dial-it-up-to-category-6-as-warming-stokes-storms-some-want-a-bigger-hurricane-category,N/A
Philippines,storm surge,"Deadly storm knocks out power , grounds flights in Northeastern US",https://newsinfo.inquirer.net/1877235/deadly-storm-knocks-out-power-grounds-flights-in-northeastern-us,N/A
Philippines,storm surge,Record low temperature could be set in US heartland,https://newsinfo.inquirer.net/1888851/ferocious-weather-could-see-low-temperature-records-set-in-us-heartland,N/A
Philippines,storm surge,Davao solon bares House achievements in 2023,https://tribune.net.ph/2024/01/davao-solon-bares-house-achievements-in-2023/,N/A
Philippines,storm surge,DOST Eyes PH To Be The Gold Standard In Disaster And Climate Information Services,https://journal.com.ph/dost-eyes-ph-to-be-the-gold-standard-in-disaster-and-climate-information-services/,N/A
Philippines,sea-level rise,ADB to provide $10 - B climate finance for Philippines,https://business.inquirer.net/435263/adb-to-provide-10-b-climate-finance-for-philippines,N/A
Philippines,sea-level rise,"DENR , DPWH to expedite Mindanao resilient infrastructure programs",https://www.philstar.com/headlines/2024/02/26/2336225/denr-dpwh-expedite-mindanao-resilient-infrastructure-programs,N/A
Philippines,sea-level rise,ADB approves funding for Bataan – Cavite Interlink Bridge,https://news.abs-cbn.com/business/12/12/23/adb-approves-funding-for-bataancavite-interlink-bridge,N/A
Philippines,sea-level rise,COP28 leader urges nations to get out of  comfort zones  ,https://newsinfo.inquirer.net/1872609/cop28-leader-urges-nations-to-get-out-of-comfort-zones,N/A
Philippines,sea-level rise,Pro - environment groups air concerns over climate damage fund,https://newsinfo.inquirer.net/1871648/fwd-filipino-green-groups-concerned-about-loss-and-damage-fund-at-cop28,N/A
Philippines,sea-level rise,Pamalakaya says PH seat in LDF board should help fishers,https://newsinfo.inquirer.net/1876848/pamalakaya-says-ph-seat-in-ldf-board-should-help-fishers-farmers,N/A
Philippines,sea-level rise,ADB approves $2 . 1 - B loan for Bataan - Cavite bridge - BusinessWorld Online,https://www.bworldonline.com/top-stories/2023/12/13/563171/adb-approves-2-1-b-loan-for-bataan-cavite-bridge/,N/A
Philippines,sea-level rise,EXPLAINER : How does climate change affect farming and food security ? ,https://www.rappler.com/world/global-affairs/explainer-climate-change-effects-farming-food-security/,N/A
Philippines,sea-level rise,Filipino Catholics join global call for climate justice,https://www.ucanews.com/news/filipino-catholics-join-global-call-for-climate-justice/103543,N/A
Philippines,sea-level rise,Diokno stresses urgency of setting up NCQG,https://malaya.com.ph/news_business/diokno-stresses-urgency-of-setting-up-ncqg/,N/A
Philippines,sea-level rise,NASA most high - risk endeavor in decades and other boundary - pushing space missions planned for 2024,http://www.cnnphilippines.com/world/2024/1/3/space-year-ahead-moon-missions-2024.html,N/A
Philippines,El Niño,Pagasa : Strong El Niño expected to prevail until February,https://newsinfo.inquirer.net/1889428/fwd-pagasa-on-el-nino,N/A
Philippines,El Niño,BFAR warns of fish kill due to El Niño,https://newsinfo.inquirer.net/1903099/bfar-warns-of-fish-kill-due-to-el-nino,N/A
Philippines,El Niño,"GenSan creates Task Force to push info about El Niño threats , what to do",https://www.rappler.com/nation/mindanao/gensan-creates-task-force-push-info-el-nino-threats-what-to-do/,N/A
Philippines,El Niño,Marcos revives Task Force El Niño as threat of drought looms,https://newsinfo.inquirer.net/1877545/marcos-revives-el-nino-task-force-as-threat-of-drought-looms,N/A
Philippines,El Niño,President wants coordinated efforts vs El Niño phenomenon,https://newsinfo.inquirer.net/1874304/president-wants-coordinated-efforts-vs-stronger-el-nino-phenomenon-2,N/A
Philippines,El Niño,Amihan may end sooner than expected PAGASA,https://www.gmanetwork.com/news/scitech/weather/898454/amihan-likely-to-end-sooner-than-expected-pagasa/story/,N/A
